Gene_ID,Transcript_Name,Type
WBGene00013181,Y53H1B.2.1,coding_transcript
WBGene00013182,Y53H1B.4.1,coding_transcript
WBGene00013184,Y53H1B.6.1,coding_transcript
WBGene00000010,Y53H1C.1a.1,coding_transcript
WBGene00000010,Y53H1C.1b.1,coding_transcript
WBGene00001215,Y53H1C.2a.1,coding_transcript
WBGene00001215,Y53H1C.2c.1,coding_transcript
WBGene00013186,Y53H1C.3.1,coding_transcript
WBGene00013186,Y53H1C.3.2,coding_transcript
WBGene00021821,Y54B9A.1.1,coding_transcript
WBGene00021830,Y54E10A.10.1,coding_transcript
WBGene00021831,Y54E10A.11.1,coding_transcript
WBGene00021831,Y54E10A.11.2,coding_transcript
WBGene00021832,Y54E10A.12a.1,coding_transcript
WBGene00021832,Y54E10A.12b.1,coding_transcript
WBGene00004404,Y54E10A.14a.1,coding_transcript
WBGene00004404,Y54E10A.14b.1,coding_transcript
WBGene00000413,Y54E10A.15.1,coding_transcript
WBGene00021834,Y54E10A.16.1,coding_transcript
WBGene00021835,Y54E10A.17a.1,coding_transcript
WBGene00021835,Y54E10A.17b.1,coding_transcript
WBGene00003258,Y54E10A.2.1,coding_transcript
WBGene00021826,Y54E10A.3.1,coding_transcript
WBGene00001481,Y54E10A.4a.1,coding_transcript
WBGene00001481,Y54E10A.4a.2,coding_transcript
WBGene00001481,Y54E10A.4b.1,coding_transcript
WBGene00001481,Y54E10A.4c.1,coding_transcript
WBGene00001481,Y54E10A.4d.1,coding_transcript
WBGene00021827,Y54E10A.5.1,coding_transcript
WBGene00021828,Y54E10A.6.1,coding_transcript
WBGene00021829,Y54E10A.7.1,coding_transcript
WBGene00006888,Y54E10A.9a.1,coding_transcript
WBGene00006888,Y54E10A.9b.1,coding_transcript
WBGene00006888,Y54E10A.9c.1,coding_transcript
WBGene00006888,Y54E10A.9c.2,coding_transcript
WBGene00000625,Y54E10BL.2.1,coding_transcript
WBGene00021838,Y54E10BL.3.1,coding_transcript
WBGene00001046,Y54E10BL.4.1,coding_transcript
WBGene00021839,Y54E10BL.5.1,coding_transcript
WBGene00003186,Y54E10BL.6.1,coding_transcript
WBGene00021840,Y54E10BR.1a.1,coding_transcript
WBGene00021840,Y54E10BR.1b.1,coding_transcript
WBGene00021841,Y54E10BR.2.1,coding_transcript
WBGene00021841,Y54E10BR.2.2,coding_transcript
WBGene00021841,Y54E10BR.2.3,coding_transcript
WBGene00021842,Y54E10BR.3.1,coding_transcript
WBGene00021843,Y54E10BR.4a.1,coding_transcript
WBGene00021843,Y54E10BR.4b.1,coding_transcript
WBGene00021844,Y54E10BR.5.1,coding_transcript
WBGene00021845,Y54E10BR.6.1,coding_transcript
WBGene00003387,Y54E10BR.7.1,coding_transcript
WBGene00021846,Y54E10BR.8.1,coding_transcript
WBGene00013187,Y54E2A.1.1,coding_transcript
WBGene00013195,Y54E2A.10.1,coding_transcript
WBGene00001225,Y54E2A.11.1,coding_transcript
WBGene00001225,Y54E2A.11.2,coding_transcript
WBGene00013196,Y54E2A.12a.1,coding_transcript
WBGene00013196,Y54E2A.12b.1,coding_transcript
WBGene00013188,Y54E2A.2.1,coding_transcript
WBGene00013188,Y54E2A.2.2,coding_transcript
WBGene00013188,Y54E2A.2.3,coding_transcript
WBGene00013188,Y54E2A.2.4,coding_transcript
WBGene00006381,Y54E2A.3.1,coding_transcript
WBGene00013189,Y54E2A.4a.1,coding_transcript
WBGene00013189,Y54E2A.4b.1,coding_transcript
WBGene00013189,Y54E2A.4c.1,coding_transcript
WBGene00013190,Y54E2A.5.1,coding_transcript
WBGene00013192,Y54E2A.7.1,coding_transcript
WBGene00013193,Y54E2A.8a.1,coding_transcript
WBGene00013193,Y54E2A.8b.1,coding_transcript
WBGene00013194,Y54E2A.9.1,coding_transcript
WBGene00013197,Y54E5A.1.1,coding_transcript
WBGene00013197,Y54E5A.1.2,coding_transcript
WBGene00013198,Y54E5A.2.1,coding_transcript
WBGene00003790,Y54E5A.4.1,coding_transcript
WBGene00013200,Y54E5A.5.1,coding_transcript
WBGene00013201,Y54E5A.6.1,coding_transcript
WBGene00013201,Y54E5A.6.2,coding_transcript
WBGene00013202,Y54E5A.7a.1,coding_transcript
WBGene00013202,Y54E5A.7b.1,coding_transcript
WBGene00013202,Y54E5A.7c.1,coding_transcript
WBGene00013202,Y54E5A.7d.1,coding_transcript
WBGene00013202,Y54E5A.7e.1,coding_transcript
WBGene00013203,Y54E5A.8a.1,coding_transcript
WBGene00013203,Y54E5A.8c.1,coding_transcript
WBGene00013203,Y54E5A.8d.1,coding_transcript
WBGene00013203,Y54E5A.8e.1,coding_transcript
WBGene00004889,Y54E5B.1a.1,coding_transcript
WBGene00004889,Y54E5B.1b.1,coding_transcript
WBGene00004889,Y54E5B.1b.2,coding_transcript
WBGene00004889,Y54E5B.1b.3,coding_transcript
WBGene00004889,Y54E5B.1b.4,coding_transcript
WBGene00004889,Y54E5B.1c.1,coding_transcript
WBGene00013204,Y54E5B.2.1,coding_transcript
WBGene00002324,Y54E5B.3a.1,coding_transcript
WBGene00002324,Y54E5B.3b.1,coding_transcript
WBGene00006711,Y54E5B.4.1,coding_transcript
WBGene00021847,Y54F10AL.1a.1,coding_transcript
WBGene00021847,Y54F10AL.1b.1,coding_transcript
WBGene00004884,Y54F10AL.2a.1,coding_transcript
WBGene00004884,Y54F10AL.2b.1,coding_transcript
WBGene00004884,Y54F10AL.2c.1,coding_transcript
WBGene00021848,Y54F10AM.1.1,coding_transcript
WBGene00004314,Y54F10AM.10.1,coding_transcript
WBGene00021853,Y54F10AM.11.1,coding_transcript
WBGene00303092,Y54F10AM.15.1,coding_transcript
WBGene00306126,Y54F10AM.16a.1,coding_transcript
WBGene00306126,Y54F10AM.16b.1,coding_transcript
WBGene00001410,Y54F10AM.2a.1,coding_transcript
WBGene00001410,Y54F10AM.2b.1,coding_transcript
WBGene00001410,Y54F10AM.2c.1,coding_transcript
WBGene00001410,Y54F10AM.2c.2,coding_transcript
WBGene00001410,Y54F10AM.2d.1,coding_transcript
WBGene00001410,Y54F10AM.2d.2,coding_transcript
WBGene00000464,Y54F10AM.4.1,coding_transcript
WBGene00021849,Y54F10AM.5.1,coding_transcript
WBGene00021850,Y54F10AM.6.1,coding_transcript
WBGene00021850,Y54F10AM.6.2,coding_transcript
WBGene00021852,Y54F10AM.8.1,coding_transcript
WBGene00021854,Y54F10AR.1.1,coding_transcript
WBGene00021855,Y54F10AR.2.1,coding_transcript
WBGene00044676,Y54F10BL.1.1,coding_transcript
WBGene00021856,Y54F10BM.1.1,coding_transcript
WBGene00021864,Y54F10BM.10.1,coding_transcript
WBGene00021865,Y54F10BM.11.1,coding_transcript
WBGene00021865,Y54F10BM.11.2,coding_transcript
WBGene00021866,Y54F10BM.12.1,coding_transcript
WBGene00021867,Y54F10BM.13.1,coding_transcript
WBGene00004016,Y54F10BM.14.1,coding_transcript
WBGene00044403,Y54F10BM.15.1,coding_transcript
WBGene00021857,Y54F10BM.2.1,coding_transcript
WBGene00206486,Y54F10BM.20.1,coding_transcript
WBGene00306012,Y54F10BM.21.1,coding_transcript
WBGene00306013,Y54F10BM.22.1,coding_transcript
WBGene00306014,Y54F10BM.23.1,coding_transcript
WBGene00021858,Y54F10BM.3.1,coding_transcript
WBGene00021859,Y54F10BM.4.1,coding_transcript
WBGene00021859,Y54F10BM.4.2,coding_transcript
WBGene00021860,Y54F10BM.5.1,coding_transcript
WBGene00021861,Y54F10BM.6a.1,coding_transcript
WBGene00021861,Y54F10BM.6b.1,coding_transcript
WBGene00021862,Y54F10BM.7.1,coding_transcript
WBGene00021863,Y54F10BM.9.1,coding_transcript
WBGene00013212,Y54G11A.1.1,coding_transcript
WBGene00002996,Y54G11A.10a.1,coding_transcript
WBGene00002996,Y54G11A.10b.1,coding_transcript
WBGene00013219,Y54G11A.11.1,coding_transcript
WBGene00013219,Y54G11A.11.2,coding_transcript
WBGene00005264,Y54G11A.12.1,coding_transcript
WBGene00013220,Y54G11A.13a.1,coding_transcript
WBGene00013220,Y54G11A.13b.1,coding_transcript
WBGene00013221,Y54G11A.14a.1,coding_transcript
WBGene00013221,Y54G11A.14b.1,coding_transcript
WBGene00005265,Y54G11A.15.1,coding_transcript
WBGene00185067,Y54G11A.17.1,coding_transcript
WBGene00235256,Y54G11A.19.1,coding_transcript
WBGene00013213,Y54G11A.2.1,coding_transcript
WBGene00013214,Y54G11A.3.1,coding_transcript
WBGene00013215,Y54G11A.4.1,coding_transcript
WBGene00000831,Y54G11A.5.1,coding_transcript
WBGene00000830,Y54G11A.6.1,coding_transcript
WBGene00013216,Y54G11A.7.1,coding_transcript
WBGene00013217,Y54G11A.8a.1,coding_transcript
WBGene00013217,Y54G11A.8b.1,coding_transcript
WBGene00013218,Y54G11A.9.1,coding_transcript
WBGene00013218,Y54G11A.9.2,coding_transcript
WBGene00013222,Y54G11B.1.1,coding_transcript
WBGene00013222,Y54G11B.1.2,coding_transcript
WBGene00003008,Y54G2A.1.1,coding_transcript
WBGene00021875,Y54G2A.10a.1,coding_transcript
WBGene00021875,Y54G2A.10b.1,coding_transcript
WBGene00021875,Y54G2A.10b.2,coding_transcript
WBGene00021876,Y54G2A.11a.1,coding_transcript
WBGene00021876,Y54G2A.11b.1,coding_transcript
WBGene00021876,Y54G2A.11b.2,coding_transcript
WBGene00021876,Y54G2A.11b.3,coding_transcript
WBGene00021877,Y54G2A.12.1,coding_transcript
WBGene00021878,Y54G2A.13.1,coding_transcript
WBGene00021879,Y54G2A.14.1,coding_transcript
WBGene00021879,Y54G2A.14.2,coding_transcript
WBGene00021880,Y54G2A.15.1,coding_transcript
WBGene00021881,Y54G2A.16a.1,coding_transcript
WBGene00021881,Y54G2A.16b.1,coding_transcript
WBGene00021881,Y54G2A.16c.1,coding_transcript
WBGene00021882,Y54G2A.17a.1,coding_transcript
WBGene00021882,Y54G2A.17a.2,coding_transcript
WBGene00021882,Y54G2A.17a.3,coding_transcript
WBGene00021882,Y54G2A.17b.1,coding_transcript
WBGene00021882,Y54G2A.17c.1,coding_transcript
WBGene00021883,Y54G2A.18.1,coding_transcript
WBGene00021884,Y54G2A.19.1,coding_transcript
WBGene00021887,Y54G2A.22.1,coding_transcript
WBGene00021888,Y54G2A.23.1,coding_transcript
WBGene00002243,Y54G2A.25a.1,coding_transcript
WBGene00002243,Y54G2A.25b.1,coding_transcript
WBGene00021890,Y54G2A.26a.1,coding_transcript
WBGene00021890,Y54G2A.26b.1,coding_transcript
WBGene00021890,Y54G2A.26c.1,coding_transcript
WBGene00021892,Y54G2A.28a.1,coding_transcript
WBGene00021892,Y54G2A.28b.1,coding_transcript
WBGene00021892,Y54G2A.28c.1,coding_transcript
WBGene00021893,Y54G2A.29.1,coding_transcript
WBGene00021868,Y54G2A.2a.1,coding_transcript
WBGene00021868,Y54G2A.2b.1,coding_transcript
WBGene00021868,Y54G2A.2c.1,coding_transcript
WBGene00021868,Y54G2A.2d.1,coding_transcript
WBGene00006708,Y54G2A.31.1,coding_transcript
WBGene00021894,Y54G2A.32.1,coding_transcript
WBGene00021894,Y54G2A.32.2,coding_transcript
WBGene00021895,Y54G2A.33.1,coding_transcript
WBGene00021895,Y54G2A.33.2,coding_transcript
WBGene00021897,Y54G2A.35a.1,coding_transcript
WBGene00021897,Y54G2A.35b.1,coding_transcript
WBGene00021898,Y54G2A.36.1,coding_transcript
WBGene00021898,Y54G2A.36.2,coding_transcript
WBGene00021898,Y54G2A.36.3,coding_transcript
WBGene00021898,Y54G2A.36.4,coding_transcript
WBGene00021898,Y54G2A.36.5,coding_transcript
WBGene00023484,Y54G2A.37.1,coding_transcript
WBGene00043061,Y54G2A.38.1,coding_transcript
WBGene00043062,Y54G2A.39a.1,coding_transcript
WBGene00043062,Y54G2A.39b.1,coding_transcript
WBGene00021869,Y54G2A.3a.1,coding_transcript
WBGene00021869,Y54G2A.3b.1,coding_transcript
WBGene00021870,Y54G2A.4.1,coding_transcript
WBGene00044495,Y54G2A.40.1,coding_transcript
WBGene00044485,Y54G2A.41.1,coding_transcript
WBGene00044487,Y54G2A.44.1,coding_transcript
WBGene00044488,Y54G2A.45a.1,coding_transcript
WBGene00044488,Y54G2A.45b.1,coding_transcript
WBGene00044488,Y54G2A.45c.1,coding_transcript
WBGene00044489,Y54G2A.46.1,coding_transcript
WBGene00044490,Y54G2A.47.1,coding_transcript
WBGene00044491,Y54G2A.48.1,coding_transcript
WBGene00044492,Y54G2A.49a.1,coding_transcript
WBGene00044492,Y54G2A.49b.1,coding_transcript
WBGene00044493,Y54G2A.50.1,coding_transcript
WBGene00044493,Y54G2A.50.2,coding_transcript
WBGene00044493,Y54G2A.50.3,coding_transcript
WBGene00045397,Y54G2A.52.1,coding_transcript
WBGene00189961,Y54G2A.57.1,coding_transcript
WBGene00021871,Y54G2A.5a.1,coding_transcript
WBGene00021871,Y54G2A.5b.1,coding_transcript
WBGene00021871,Y54G2A.5c.1,coding_transcript
WBGene00021872,Y54G2A.6a.1,coding_transcript
WBGene00021872,Y54G2A.6b.1,coding_transcript
WBGene00043702,Y54G2A.7.1,coding_transcript
WBGene00219424,Y54G2A.72.1,coding_transcript
WBGene00219425,Y54G2A.73a.1,coding_transcript
WBGene00219425,Y54G2A.73b.1,coding_transcript
WBGene00235102,Y54G2A.75.1,coding_transcript
WBGene00235268,Y54G2A.76.1,coding_transcript
WBGene00235350,Y54G2A.77.1,coding_transcript
WBGene00021873,Y54G2A.8a.1,coding_transcript
WBGene00021873,Y54G2A.8b.1,coding_transcript
WBGene00044084,Y54G9A.10.1,coding_transcript
WBGene00002235,Y54G9A.3a.1,coding_transcript
WBGene00002235,Y54G9A.3a.2,coding_transcript
WBGene00002235,Y54G9A.3b.1,coding_transcript
WBGene00002235,Y54G9A.3c.1,coding_transcript
WBGene00013207,Y54G9A.4.1,coding_transcript
WBGene00013208,Y54G9A.5.1,coding_transcript
WBGene00013209,Y54G9A.6.1,coding_transcript
WBGene00013210,Y54G9A.7.1,coding_transcript
WBGene00013211,Y54G9A.9.1,coding_transcript
WBGene00021899,Y54H5A.1.1,coding_transcript
WBGene00021899,Y54H5A.1.2,coding_transcript
WBGene00021900,Y54H5A.2.1,coding_transcript
WBGene00021901,Y54H5A.3.1,coding_transcript
WBGene00021902,Y54H5A.4.1,coding_transcript
WBGene00021904,Y55B1AL.2.1,coding_transcript
WBGene00021905,Y55B1AL.3a.1,coding_transcript
WBGene00021905,Y55B1AL.3b.1,coding_transcript
WBGene00021905,Y55B1AL.3b.2,coding_transcript
WBGene00021905,Y55B1AL.3b.3,coding_transcript
WBGene00002269,Y55B1AR.1.1,coding_transcript
WBGene00021906,Y55B1AR.2a.1,coding_transcript
WBGene00021906,Y55B1AR.2b.1,coding_transcript
WBGene00021906,Y55B1AR.2c.1,coding_transcript
WBGene00021906,Y55B1AR.2d.1,coding_transcript
WBGene00021908,Y55B1AR.4.1,coding_transcript
WBGene00021909,Y55B1BL.1a.1,coding_transcript
WBGene00021909,Y55B1BL.1a.2,coding_transcript
WBGene00021909,Y55B1BL.1b.1,coding_transcript
WBGene00303093,Y55B1BL.2.1,coding_transcript
WBGene00021910,Y55B1BM.1a.1,coding_transcript
WBGene00021910,Y55B1BM.1b.1,coding_transcript
WBGene00021910,Y55B1BM.1c.1,coding_transcript
WBGene00021911,Y55B1BR.1.1,coding_transcript
WBGene00021912,Y55B1BR.2.1,coding_transcript
WBGene00021913,Y55B1BR.3.1,coding_transcript
WBGene00021914,Y55B1BR.4.1,coding_transcript
WBGene00044401,Y55B1BR.6a.1,coding_transcript
WBGene00044401,Y55B1BR.6b.1,coding_transcript
WBGene00044401,Y55B1BR.6c.1,coding_transcript
WBGene00044401,Y55B1BR.6d.1,coding_transcript
WBGene00044401,Y55B1BR.6e.1,coding_transcript
WBGene00044401,Y55B1BR.6f.1,coding_transcript
WBGene00044401,Y55B1BR.6g.1,coding_transcript
WBGene00044401,Y55B1BR.6g.2,coding_transcript
WBGene00305066,Y55B1BR.8.1,coding_transcript
WBGene00021915,Y55D5A.1a.1,coding_transcript
WBGene00021915,Y55D5A.1b.1,coding_transcript
WBGene00021915,Y55D5A.1b.2,coding_transcript
WBGene00021915,Y55D5A.1b.3,coding_transcript
WBGene00021915,Y55D5A.1b.4,coding_transcript
WBGene00021917,Y55D5A.3.1,coding_transcript
WBGene00021918,Y55D5A.4.1,coding_transcript
WBGene00000898,Y55D5A.5a.1,coding_transcript
WBGene00000898,Y55D5A.5c.1,coding_transcript
WBGene00000898,Y55D5A.5d.1,coding_transcript
WBGene00000898,Y55D5A.5e.1,coding_transcript
WBGene00000898,Y55D5A.5f.1,coding_transcript
WBGene00000898,Y55D5A.5g.1,coding_transcript
WBGene00021919,Y55D5A.6.1,coding_transcript
WBGene00013223,Y55D9A.1a.1,coding_transcript
WBGene00013223,Y55D9A.1b.1,coding_transcript
WBGene00013223,Y55D9A.1c.1,coding_transcript
WBGene00013223,Y55D9A.1d.1,coding_transcript
WBGene00013224,Y55D9A.2a.1,coding_transcript
WBGene00013224,Y55D9A.2b.1,coding_transcript
WBGene00004047,Y55F3AL.1a.1,coding_transcript
WBGene00004047,Y55F3AL.1b.1,coding_transcript
WBGene00004047,Y55F3AL.1c.1,coding_transcript
WBGene00004047,Y55F3AL.1d.1,coding_transcript
WBGene00004047,Y55F3AL.1e.1,coding_transcript
WBGene00004047,Y55F3AL.1f.1,coding_transcript
WBGene00021920,Y55F3AM.1.1,coding_transcript
WBGene00021927,Y55F3AM.10.1,coding_transcript
WBGene00021928,Y55F3AM.11.1,coding_transcript
WBGene00021928,Y55F3AM.11.2,coding_transcript
WBGene00021929,Y55F3AM.12.1,coding_transcript
WBGene00021930,Y55F3AM.13.1,coding_transcript
WBGene00021931,Y55F3AM.14.1,coding_transcript
WBGene00021931,Y55F3AM.14.2,coding_transcript
WBGene00000816,Y55F3AM.15.1,coding_transcript
WBGene00005903,Y55F3AM.2.1,coding_transcript
WBGene00219399,Y55F3AM.21a.1,coding_transcript
WBGene00219399,Y55F3AM.21a.2,coding_transcript
WBGene00021921,Y55F3AM.3a.1,coding_transcript
WBGene00021921,Y55F3AM.3c.1,coding_transcript
WBGene00021921,Y55F3AM.3c.2,coding_transcript
WBGene00021921,Y55F3AM.3c.3,coding_transcript
WBGene00021921,Y55F3AM.3c.4,coding_transcript
WBGene00021922,Y55F3AM.4a.1,coding_transcript
WBGene00021922,Y55F3AM.4b.1,coding_transcript
WBGene00021923,Y55F3AM.5.1,coding_transcript
WBGene00002278,Y55F3AM.6a.1,coding_transcript
WBGene00002278,Y55F3AM.6b.1,coding_transcript
WBGene00043705,Y55F3AM.7a.1,coding_transcript
WBGene00043705,Y55F3AM.7b.1,coding_transcript
WBGene00043705,Y55F3AM.7c.1,coding_transcript
WBGene00043705,Y55F3AM.7d.1,coding_transcript
WBGene00043705,Y55F3AM.7e.1,coding_transcript
WBGene00043705,Y55F3AM.7f.1,coding_transcript
WBGene00021925,Y55F3AM.8a.1,coding_transcript
WBGene00021925,Y55F3AM.8b.1,coding_transcript
WBGene00021926,Y55F3AM.9a.1,coding_transcript
WBGene00021926,Y55F3AM.9b.1,coding_transcript
WBGene00021932,Y55F3AR.1.1,coding_transcript
WBGene00021933,Y55F3AR.2.1,coding_transcript
WBGene00021934,Y55F3AR.3a.1,coding_transcript
WBGene00021934,Y55F3AR.3b.1,coding_transcript
WBGene00021935,Y55F3BL.1.1,coding_transcript
WBGene00021936,Y55F3BL.2a.1,coding_transcript
WBGene00021936,Y55F3BL.2b.1,coding_transcript
WBGene00185088,Y55F3BL.4.1,coding_transcript
WBGene00235283,Y55F3BL.6.1,coding_transcript
WBGene00021938,Y55F3BR.1.1,coding_transcript
WBGene00044742,Y55F3BR.10.1,coding_transcript
WBGene00044757,Y55F3BR.11.1,coding_transcript
WBGene00021939,Y55F3BR.2a.1,coding_transcript
WBGene00021939,Y55F3BR.2b.1,coding_transcript
WBGene00021939,Y55F3BR.2c.1,coding_transcript
WBGene00021941,Y55F3BR.4a.1,coding_transcript
WBGene00021941,Y55F3BR.4b.1,coding_transcript
WBGene00021942,Y55F3BR.5a.1,coding_transcript
WBGene00021942,Y55F3BR.5b.1,coding_transcript
WBGene00021942,Y55F3BR.5c.1,coding_transcript
WBGene00021943,Y55F3BR.6a.1,coding_transcript
WBGene00021943,Y55F3BR.6a.2,coding_transcript
WBGene00021943,Y55F3BR.6a.3,coding_transcript
WBGene00021943,Y55F3BR.6b.1,coding_transcript
WBGene00021945,Y55F3BR.8a.1,coding_transcript
WBGene00021945,Y55F3BR.8b.1,coding_transcript
WBGene00044460,Y55F3C.10.1,coding_transcript
WBGene00235287,Y55F3C.17.1,coding_transcript
WBGene00021947,Y55F3C.2.1,coding_transcript
WBGene00021948,Y55F3C.3a.1,coding_transcript
WBGene00021948,Y55F3C.3c.1,coding_transcript
WBGene00021948,Y55F3C.3d.1,coding_transcript
WBGene00021948,Y55F3C.3e.1,coding_transcript
WBGene00021948,Y55F3C.3f.1,coding_transcript
WBGene00021948,Y55F3C.3g.1,coding_transcript
WBGene00021949,Y55F3C.5.1,coding_transcript
WBGene00021950,Y55F3C.7a.1,coding_transcript
WBGene00021950,Y55F3C.7b.1,coding_transcript
WBGene00021951,Y55F3C.8.1,coding_transcript
WBGene00044459,Y55F3C.9a.1,coding_transcript
WBGene00044459,Y55F3C.9b.1,coding_transcript
WBGene00021952,Y55H10A.1.1,coding_transcript
WBGene00021953,Y55H10A.2.1,coding_transcript
WBGene00013230,Y56A3A.10.1,coding_transcript
WBGene00013231,Y56A3A.11.1,coding_transcript
WBGene00013232,Y56A3A.12a.1,coding_transcript
WBGene00013232,Y56A3A.12a.2,coding_transcript
WBGene00013232,Y56A3A.12a.3,coding_transcript
WBGene00013232,Y56A3A.12b.1,coding_transcript
WBGene00013232,Y56A3A.12b.2,coding_transcript
WBGene00003594,Y56A3A.13.1,coding_transcript
WBGene00013233,Y56A3A.14.1,coding_transcript
WBGene00013234,Y56A3A.15.1,coding_transcript
WBGene00013235,Y56A3A.16a.1,coding_transcript
WBGene00013235,Y56A3A.16b.1,coding_transcript
WBGene00003802,Y56A3A.17.1,coding_transcript
WBGene00013236,Y56A3A.18.1,coding_transcript
WBGene00013237,Y56A3A.19.1,coding_transcript
WBGene00003826,Y56A3A.1a.1,coding_transcript
WBGene00003826,Y56A3A.1b.1,coding_transcript
WBGene00013225,Y56A3A.2.1,coding_transcript
WBGene00000369,Y56A3A.20.1,coding_transcript
WBGene00013238,Y56A3A.21.1,coding_transcript
WBGene00013239,Y56A3A.22.1,coding_transcript
WBGene00006596,Y56A3A.27.1,coding_transcript
WBGene00013240,Y56A3A.28.1,coding_transcript
WBGene00013240,Y56A3A.28.2,coding_transcript
WBGene00013241,Y56A3A.29a.1,coding_transcript
WBGene00013241,Y56A3A.29b.1,coding_transcript
WBGene00013241,Y56A3A.29c.1,coding_transcript
WBGene00013241,Y56A3A.29d.1,coding_transcript
WBGene00003234,Y56A3A.3.1,coding_transcript
WBGene00013242,Y56A3A.30.1,coding_transcript
WBGene00013243,Y56A3A.31a.1,coding_transcript
WBGene00013243,Y56A3A.31a.2,coding_transcript
WBGene00013243,Y56A3A.31b.1,coding_transcript
WBGene00013243,Y56A3A.31c.1,coding_transcript
WBGene00006937,Y56A3A.32a.1,coding_transcript
WBGene00006937,Y56A3A.32c.1,coding_transcript
WBGene00013244,Y56A3A.33.1,coding_transcript
WBGene00044233,Y56A3A.36.1,coding_transcript
WBGene00269438,Y56A3A.41.1,coding_transcript
WBGene00006396,Y56A3A.4a.1,coding_transcript
WBGene00006396,Y56A3A.4b.1,coding_transcript
WBGene00013226,Y56A3A.5.1,coding_transcript
WBGene00013227,Y56A3A.6.1,coding_transcript
WBGene00013228,Y56A3A.7a.1,coding_transcript
WBGene00013228,Y56A3A.7b.1,coding_transcript
WBGene00013255,Y57A10A.10.1,coding_transcript
WBGene00004394,Y57A10A.11.1,coding_transcript
WBGene00013256,Y57A10A.13.1,coding_transcript
WBGene00013257,Y57A10A.14a.1,coding_transcript
WBGene00013257,Y57A10A.14b.1,coding_transcript
WBGene00013258,Y57A10A.15.1,coding_transcript
WBGene00013259,Y57A10A.16.1,coding_transcript
WBGene00004167,Y57A10A.18a.1,coding_transcript
WBGene00004167,Y57A10A.18a.2,coding_transcript
WBGene00004167,Y57A10A.18b.1,coding_transcript
WBGene00004167,Y57A10A.18c.1,coding_transcript
WBGene00004167,Y57A10A.18d.1,coding_transcript
WBGene00004167,Y57A10A.18e.1,coding_transcript
WBGene00013260,Y57A10A.19.1,coding_transcript
WBGene00013247,Y57A10A.2.1,coding_transcript
WBGene00013247,Y57A10A.2.2,coding_transcript
WBGene00013247,Y57A10A.2.3,coding_transcript
WBGene00013261,Y57A10A.20.1,coding_transcript
WBGene00013263,Y57A10A.23.1,coding_transcript
WBGene00013264,Y57A10A.24.1,coding_transcript
WBGene00013265,Y57A10A.25.1,coding_transcript
WBGene00013266,Y57A10A.26a.1,coding_transcript
WBGene00013266,Y57A10A.26b.1,coding_transcript
WBGene00013267,Y57A10A.27.1,coding_transcript
WBGene00013268,Y57A10A.28.1,coding_transcript
WBGene00013269,Y57A10A.29.1,coding_transcript
WBGene00002063,Y57A10A.30.1,coding_transcript
WBGene00002063,Y57A10A.30.2,coding_transcript
WBGene00013270,Y57A10A.31.1,coding_transcript
WBGene00013272,Y57A10A.35.1,coding_transcript
WBGene00013249,Y57A10A.4.1,coding_transcript
WBGene00013250,Y57A10A.5.1,coding_transcript
WBGene00013253,Y57A10A.8.1,coding_transcript
WBGene00013254,Y57A10A.9.1,coding_transcript
WBGene00013273,Y57A10B.1.1,coding_transcript
WBGene00013275,Y57A10B.3.1,coding_transcript
WBGene00013276,Y57A10B.4.1,coding_transcript
WBGene00013277,Y57A10B.5.1,coding_transcript
WBGene00013278,Y57A10B.6.1,coding_transcript
WBGene00013279,Y57A10B.7.1,coding_transcript
WBGene00013280,Y57A10C.1.1,coding_transcript
WBGene00013288,Y57A10C.10.1,coding_transcript
WBGene00044047,Y57A10C.11.1,coding_transcript
WBGene00013281,Y57A10C.3.1,coding_transcript
WBGene00013282,Y57A10C.4.1,coding_transcript
WBGene00013284,Y57A10C.6.1,coding_transcript
WBGene00013285,Y57A10C.7.1,coding_transcript
WBGene00013286,Y57A10C.8.1,coding_transcript
WBGene00013287,Y57A10C.9a.1,coding_transcript
WBGene00013287,Y57A10C.9b.1,coding_transcript
WBGene00013287,Y57A10C.9c.1,coding_transcript
WBGene00013287,Y57A10C.9d.1,coding_transcript
WBGene00013287,Y57A10C.9e.1,coding_transcript
WBGene00021956,Y57E12AL.1a.1,coding_transcript
WBGene00021956,Y57E12AL.1a.2,coding_transcript
WBGene00021956,Y57E12AL.1b.1,coding_transcript
WBGene00021956,Y57E12AL.1b.2,coding_transcript
WBGene00021957,Y57E12AL.2.1,coding_transcript
WBGene00021958,Y57E12AL.4.1,coding_transcript
WBGene00003164,Y57E12AL.5.1,coding_transcript
WBGene00021959,Y57E12AL.6.1,coding_transcript
WBGene00021959,Y57E12AL.6.2,coding_transcript
WBGene00021960,Y57E12AM.1.1,coding_transcript
WBGene00044612,Y57E12AR.1.1,coding_transcript
WBGene00021961,Y57E12B.1.1,coding_transcript
WBGene00202501,Y57E12B.10.1,coding_transcript
WBGene00235311,Y57E12B.11.1,coding_transcript
WBGene00021963,Y57E12B.3.1,coding_transcript
WBGene00021964,Y57E12B.4.1,coding_transcript
WBGene00013289,Y57G11A.1a.1,coding_transcript
WBGene00013289,Y57G11A.1b.1,coding_transcript
WBGene00013289,Y57G11A.1c.1,coding_transcript
WBGene00013289,Y57G11A.1d.1,coding_transcript
WBGene00013289,Y57G11A.1e.1,coding_transcript
